CONTROL,REASON_NOTAVAIL,OWN,LASTRENT,VAC_LENGTH,ASKINGRENT,I_ASKINGRENT,FW,FW1,FW2,FW3,FW4,FW5,FW6,FW7,FW8,FW9,FW10,FW11,FW12,FW13,FW14,FW15,FW16,FW17,FW18,FW19,FW20,FW21,FW22,FW23,FW24,FW25,FW26,FW27,FW28,FW29,FW30,FW31,FW32,FW33,FW34,FW35,FW36,FW37,FW38,FW39,FW40,FW41,FW42,FW43,FW44,FW45,FW46,FW47,FW48,FW49,FW50,FW51,FW52,FW53,FW54,FW55,FW56,FW57,FW58,FW59,FW60,FW61,FW62,FW63,FW64,FW65,FW66,FW67,FW68,FW69,FW70,FW71,FW72,FW73,FW74,FW75,FW76,FW77,FW78,FW79,FW80
12152408,2,-2,-2,-2,-2,0,173.03242924,173.03242924,282.48661462,176.76623151,50.726386573,169.60876568,174.27346956,177.69593025,292.46196395,49.589245443,301.62008089,171.72189304,49.034307088,309.71018565,51.022790375,174.04906333,172.13974767,175.12109671,170.46199435,168.74623121,298.23607438,50.655523834,175.97156708,285.43577671,174.54064301,176.262026,171.38505061,50.470595662,173.37952743,307.21493404,165.63798027,169.88621969,52.518838099,296.44513867,48.804090511,295.31799368,50.230297369,295.57062349,52.24754906,294.25519614,51.260125526,172.20377033,171.46320708,290.01727055,171.18385025,54.744833958,166.63162345,174.50145327,177.43653453,281.02263906,186.46468136,46.95419691,305.34711048,171.67677216,174.3796354,173.63739942,168.3556195,170.01223086,50.17110094,310.79273814,52.07345941,173.14694215,301.06457679,52.425798587,279.01743194,174.43893741,170.28008649,181.26482117,49.537488926,178.7424149,286.92392755,174.290416,51.090196829,291.20670647,176.67072313,163.74726824,52.973137989,166.22271559,300.44060307,52.650397383,178.47823826
12152416,1,2,-1,2,-2,0,224.66985136,224.66985136,404.22005997,63.36052548,388.10817334,68.268165776,374.65966095,66.669226141,388.15551291,64.694907714,220.9446062,217.18578331,389.52112768,216.9563597,65.940518008,230.26888135,229.8072594,231.28038776,370.43462301,230.50198217,64.321841055,380.83785953,220.16279948,226.10926598,223.49927427,225.48977376,226.54045171,64.563818133,384.75381789,65.741833782,221.65083045,408.02773047,65.807092254,378.90467928,225.51241241,220.11578557,230.57212451,64.479537631,226.23378682,371.85117982,228.83453088,66.908937968,376.04126612,224.94834711,227.68143425,64.47569521,221.23519876,377.59077191,67.940003344,224.23430886,390.23153202,216.80602693,65.562207106,227.21716931,225.69694171,217.31448647,395.53280033,65.987833431,393.34975522,224.54129709,67.436632356,375.41243836,65.879095844,221.56394136,232.6915795,212.51753618,234.05517559,214.23603218,391.87977097,63.709405537,234.30551737,386.81045116,212.39400187,237.32886121,224.37773686,65.843993787,231.17842202,371.31668792,229.1093018,229.83179475,64.013516228
12152447,5,-2,-2,6,-2,0,470.20365224,470.20365224,133.59297329,804.55015244,140.52197801,799.19975913,137.0515495,481.88120989,464.03712328,782.1949504,492.73233085,136.65735924,452.2762635,498.68009836,467.97304209,822.58663257,463.80088779,139.90578183,796.11965291,458.43058665,471.93824587,465.73098479,483.1794197,453.60236682,138.2245958,823.26281272,137.13448368,460.55390304,798.87778906,146.04338528,761.30277057,466.87007708,487.61514183,471.37232875,131.25048161,476.13154836,803.54753577,473.24398704,142.08312267,799.30255398,480.91173658,469.73608089,134.8787915,464.03353727,791.56330908,147.5589019,456.9817579,804.90002412,485.29892333,133.53721048,498.78934443,433.58842207,482.79456728,789.12465476,139.13288801,791.4735919,464.65903102,136.99960945,798.98678024,144.57700172,489.28359434,467.37041686,485.93575215,486.21908186,438.22909054,812.3842425,137.71126259,494.60533371,782.61496695,490.56733502,454.15823132,471.98038321,141.16437911,455.73197876,820.3168486,446.4298386,491.01385648,133.02449843,811.845361,143.13677314,824.18333701
12152500,5,2,-1,-1,-2,0,475.79602172,475.79602172,137.01641734,810.35846511,458.98532172,138.45413767,808.2762482,138.02844533,494.54274509,459.55473767,529.18690941,463.11420684,480.16127575,851.29201288,138.01681633,474.70515695,815.42184196,457.4078772,491.68194271,480.68463697,132.91043862,464.15389055,823.59874642,481.9103894,481.56061003,137.25105055,832.55202436,139.1202026,818.47595393,135.50070486,860.00067228,135.19370096,852.67651162,136.26503024,476.16982125,501.98994126,796.18721178,456.4258372,151.98249328,455.03122696,463.33077957,480.3274296,764.2812375,497.9183328,146.86248476,830.09559306,460.17281072,503.17095251,482.37457343,483.89827483,491.95284057,131.90863913,795.0905407,134.96813283,482.51256673,756.85650563,139.83759402,833.65366871,455.99512754,482.3021092,497.31136905,141.02677937,470.83884332,809.46459149,462.13709949,146.04394892,814.99601765,495.28362649,468.69711846,144.98726013,452.71831704,801.07454343,141.51566007,475.7408574,822.85260789,460.81233466,142.96562154,493.16863223,459.35958757,462.56600384,844.55202466
12152505,5,-1,-2,6,-2,0,458.85050559,458.85050559,764.81105774,456.7046484,761.25815644,138.36391845,788.1406393,469.59748985,790.26886933,131.64686987,467.26205664,445.00970992,819.29054797,451.68373917,459.09166712,126.68085978,468.20557778,770.55717588,135.78741468,134.11029634,134.89914688,130.32778433,466.05917771,474.6800963,451.2196279,442.65601354,851.89947275,771.54920786,446.44438036,819.49521321,462.73112546,129.90163565,483.39729952,126.1207696,481.60009985,762.14149712,140.4383315,448.64631666,773.01730759,452.53282265,459.65646706,140.50185142,454.30637857,795.37912895,440.33893725,445.81304344,773.38128456,477.46577136,465.40719164,445.06802978,466.08532881,836.54869698,456.66756849,125.89629819,805.79297465,460.87021723,131.71613912,453.92329154,135.72966279,483.04472441,756.53909356,447.35698704,802.61735493,793.40916839,475.49286868,433.11949267,472.8940438,462.9820025,128.86688213,148.51810188,126.93501313,132.54593125,811.86223637,463.56812776,133.94078712,464.184784,456.41899852,761.90809559,484.7404779,471.17237581,133.6493279
12152520,5,-2,-2,-1,-2,0,169.45722323,169.45722323,47.766207887,301.09290386,163.45692165,173.32100875,47.270749693,174.55030568,294.98377387,48.492502735,168.45249168,276.3097836,167.83395957,52.854147949,174.44848333,166.67433543,175.32798639,282.2562065,49.783459552,307.88313994,167.10875253,48.21915335,267.43594263,52.669313427,162.60483264,178.85800717,161.56039961,174.65415022,162.80463897,303.59008152,48.621028629,169.78350065,290.57160037,172.57691523,169.80813133,161.457674,51.389171622,168.17982594,292.09821613,176.83794696,167.61072056,47.087616891,305.27743684,49.74936795,293.04300079,50.772894031,282.05057487,49.96535668,276.59142559,52.571710703,162.72218612,164.13778676,289.13788839,162.20626119,51.263798108,173.38345683,171.99968528,163.0222547,285.95146333,181.06181696,50.065286479,295.55351623,160.26546414,173.28107107,167.36175359,172.90568243,157.22026808,52.395496332,293.82949315,47.372183439,172.12006921,297.25052999,50.465228742,274.75248658,164.68499754,178.15013068,174.47103209,49.692883994,163.87611758,301.73452718,172.09269032
12152529,2,-2,-2,-2,-2,0,378.15045061,378.15045061,385.9001167,378.24873579,380.22757821,658.42755245,367.92907193,114.36656706,653.81109862,363.78306793,382.88559533,368.49100836,369.55715328,398.24105603,116.30623404,656.43627244,112.93786306,370.74223367,634.05225747,117.11555435,630.27650286,368.28694814,349.32059729,401.95666668,108.42047205,394.38672894,629.87512333,381.29620825,102.67542129,716.51265271,363.23381634,370.46933679,112.294023,386.46572244,647.51863871,107.89003792,389.71018785,650.46864881,385.61899469,116.62422094,367.04137591,366.61906821,391.00759836,647.52584668,115.33543801,647.31499557,369.82353219,112.7278402,617.40755842,120.58504523,370.74253696,355.9359198,370.46590012,349.75561906,408.17267027,647.21162707,112.80449232,371.34984413,638.59877674,403.98572078,381.78007966,380.83789433,107.22919605,379.91701995,637.81689749,393.05599749,357.52761242,118.20289864,643.6263802,104.04566434,679.35895416,114.64652962,653.50546196,102.16651566,644.41237736,115.28607618,391.97189286,368.1924525,620.03006629,398.87287959,109.27782133
12152533,5,2,4000,6,-2,0,51.879221518,51.879221518,78.02711508,16.714436527,45.763542711,92.225906387,14.12352097,91.371053307,49.492110015,54.524667337,53.439457649,14.956009329,52.387665318,88.719587831,54.317239572,14.631522774,87.94116333,46.76333405,57.388019603,16.647458841,52.573683095,86.976338842,14.161537502,58.113288755,81.053550373,56.34134575,13.45451469,55.091607962,52.717882725,51.518451342,84.312538465,15.458291387,96.069136445,53.580811157,14.388910824,81.502299128,17.273111162,46.81558087,51.275023163,55.903132767,47.350437863,50.04870608,99.921154194,13.718082578,55.681270651,86.384201042,56.092755672,53.92477126,48.797701197,14.909170854,50.24917087,89.185472105,54.130486642,46.35263022,16.138355785,89.847059097,14.851192084,91.80696846,13.601917418,93.400549257,15.821571491,89.7490026,13.758401006,50.700789205,54.72111256,87.873081221,46.308414927,16.184637461,52.912633343,51.450708963,52.990254871,94.833260535,50.552201882,14.982149536,89.054821706,54.100691416,49.890180939,56.557179019,47.922485653,52.641899606,15.779961596
12152546,1,2,-1,4,-2,0,159.54610637,159.54610637,169.72811491,257.96243998,48.807843078,267.533725,167.83379597,44.567857559,270.03590714,47.637936765,164.58907682,158.18860083,164.0248289,156.39130474,164.92725921,264.9723105,46.188962174,162.88796367,264.37666609,161.68329806,157.68347056,162.29578179,46.592795438,161.21645323,278.0051064,158.52820383,159.00662745,46.208679862,277.92307609,47.051089571,275.49635165,45.334449267,282.87227296,45.070447753,277.88398017,48.45479044,158.7637159,155.71364474,281.80294332,158.59817029,47.520461136,158.06936925,157.67735599,166.6104965,265.58340114,156.92650216,48.202188178,269.75893304,166.96897154,160.96401476,154.83938793,162.67337426,157.85489915,46.748544099,274.73950343,47.945348944,156.13359146,276.54689861,46.508460152,276.45314366,155.54024139,164.33527288,166.80400247,47.62768808,166.4730947,263.6085522,156.64834503,47.987248094,264.13032841,158.24163473,164.21515577,45.680956232,165.77036542,272.7883526,44.822991993,161.8226472,268.58144871,164.27457536,45.865836706,161.96482043,158.96522414
12152557,-2,2,5894,3,2,0,168.85453199,168.85453199,277.47064642,171.29405927,47.148758424,292.16477927,171.94900959,173.16625153,50.058690249,166.08296268,286.02876349,47.971220064,177.64958087,280.522634,170.89661603,45.757441425,173.77454882,165.48411211,169.45723296,287.72260832,49.937122757,282.07899291,169.73645919,51.248687346,284.88476863,47.386718168,182.66832233,169.10310757,165.40381272,173.25859769,171.8667706,275.50412324,52.064553236,158.63421228,305.70502255,162.20983568,174.6955694,164.14194761,48.77095684,166.59540724,285.5610924,175.85773129,169.15522915,49.961632886,277.51444893,48.443979963,282.00202035,51.757030992,290.4875317,47.067740817,297.44422161,53.067335163,169.18853219,159.63578711,295.80040126,172.60213962,47.723493401,164.98810009,169.60195789,178.15894051,274.90195857,165.73255722,49.977818391,292.0794174,177.34275627,158.76338823,171.26458355,169.67538392,162.31894601,54.113843896,273.79889596,48.945859444,172.12109756,296.21390203,49.244359062,290.65141176,168.11882611,163.34654783,179.38849996,50.762098602,168.68621372
12152565,4,2,2900,6,-2,0,511.66151069,511.66151069,527.87029112,493.6906088,506.94484224,919.29267042,472.37117007,154.54547791,894.8420823,503.42963813,522.33550508,466.71256721,500.89907346,550.01487893,151.57295039,893.62618836,152.20763298,515.92648272,857.24280885,163.78221452,828.65108692,489.43287724,475.36146085,542.97671845,142.88067992,548.85432171,816.32356844,533.15853276,143.06072124,928.54718118,498.79285484,535.68195283,149.77585898,511.02083733,874.97132496,145.55101659,516.9349303,864.20145799,529.92091052,153.73806997,514.85216029,501.5878912,507.87128025,903.2095179,155.92515855,872.35407682,505.02778189,150.40272694,851.89241295,159.76895619,487.23613887,492.36968978,508.34134155,475.83354663,543.82227464,854.91238533,156.8443396,493.02088278,884.91225112,538.24541391,537.6606298,507.47341902,145.94156258,507.15823,877.92856742,519.1782415,486.04787193,150.48219989,921.06574031,139.7483285,928.06233332,149.99477051,857.84626151,147.40682938,855.16060001,156.30870426,537.29771907,515.64748685,837.30038144,544.87593159,149.0755628
12152567,-2,-2,-2,-1,1,1,168.48004971,168.48004971,163.14075263,49.734143247,158.27954817,173.30686242,174.00359567,293.53483073,168.04259767,48.455722382,280.41854502,169.79644426,171.66694441,164.91826748,170.59557629,156.50371801,50.349035719,288.97203296,49.085977691,166.74116019,288.88251424,49.36827549,281.49932197,180.07853967,167.76246045,163.04630404,51.179486663,172.62358896,278.49598668,173.35864617,48.517634146,278.59679349,183.56838606,153.78825363,52.851206355,165.66992663,285.31265897,47.701822513,167.56634702,277.49616588,170.27685872,51.650817188,165.43905131,173.48294087,161.82743759,278.42777472,50.126479635,293.86021016,167.56273235,48.016078694,290.99462952,55.038081956,165.03279649,162.14568252,176.48258889,169.47384811,162.89303313,281.73729697,49.357758646,177.11851506,274.53661312,162.49379831,163.31017142,174.73732259,52.121519963,160.33545256,289.6580725,162.25387779,165.62765863,54.636543156,281.91739925,48.164131319,279.79517533,53.168538723,279.16910704,49.657285247,295.95082119,47.810358323,179.80530767,171.71236094,281.08700232
12152602,5,2,0,6,-2,0,432.60286307,432.60286307,413.71290762,441.93783894,432.99860242,124.19939915,435.70562015,758.40301912,428.32220436,123.97935838,754.08818524,429.32635752,418.55507309,132.85135927,435.52869456,742.83825701,126.05276116,437.82479476,727.52871145,421.88682823,127.9294957,432.39372064,439.9510778,418.03207306,744.9363102,129.07138163,731.46829887,430.81518045,126.9606146,768.07602267,121.29171239,424.73694299,448.29890386,434.15572251,416.58995271,432.50497375,731.94593688,126.78614043,445.98319043,735.67504589,437.55457883,430.53111144,428.67961004,124.40400862,427.98118279,797.73086922,416.60004253,436.27560813,129.93143891,702.59198681,136.54247936,684.20725036,130.97980162,732.7133612,127.69296359,741.08128289,123.28175789,425.05198677,428.25870433,777.02098346,444.49716747,126.79029939,440.92107378,447.50472195,408.6321513,744.50223256,425.72165958,132.7347781,721.85046958,446.87854628,420.2115293,435.7479884,436.10407361,426.48382975,129.37065825,698.87038175,132.43951588,415.5777214,751.13934214,131.63262372,761.7418956
12152657,3,-1,-2,5,-2,0,269.88283435,269.88283435,257.66471967,444.43473366,292.56834618,268.21324126,270.89529053,80.430501149,262.4537276,453.26829034,258.36298263,268.05238272,81.415475241,453.59025968,81.208395495,435.93366322,78.755399185,462.5223357,83.484355655,433.94322828,76.946688218,271.61849645,273.41794293,480.08430393,267.02894615,75.034338212,283.67259691,269.1164087,273.3334476,440.25216809,282.00993023,78.164773307,448.90578448,264.35691226,256.38544125,289.17267754,260.82874294,279.67167229,80.796922003,494.32179404,75.031351303,265.29413092,444.25627527,82.453906025,417.3364426,278.14125058,251.70343704,272.87083729,78.833396664,287.36555393,447.50325573,254.86379559,84.401952612,473.78564028,257.25612329,280.83363667,76.883190006,258.22999061,470.97416439,79.958231851,256.56288621,488.20843953,256.19822956,78.812465372,262.50813673,282.77717378,255.03792634,463.16908505,80.661884584,460.87696747,263.53055032,73.643199119,515.78723121,73.444035515,265.60397392,272.11905844,264.8395365,265.15409905,268.15809827,427.41168505,85.984757453
12152693,1,2,-1,3,-2,0,150.87692502,150.87692502,43.579462191,262.54976443,150.37534033,43.78973176,256.49587719,44.339865949,149.22561395,153.45699184,147.32707886,150.99584627,153.22762581,253.2179375,44.961681043,149.60834372,258.94490523,150.08669425,148.83650617,149.60695105,45.707348463,149.44019048,251.5806781,154.95720726,149.56252101,44.165354209,254.10501874,44.731716022,263.15859055,42.659795726,257.88545974,44.914135165,257.6277219,43.339891943,152.31598527,149.96639235,257.02852055,151.50858744,43.366630211,152.69740541,150.26028455,146.95350748,268.01774191,147.08075373,43.855584056,262.68871446,148.72529669,151.94634158,150.48890401,149.34620301,151.77539915,44.070199863,261.2639021,45.093843965,149.58348469,259.41504874,43.360470424,253.44474693,151.61699326,151.87438689,150.97878031,43.470979639,151.3616147,255.98323519,154.03826085,43.267711315,259.23722279,147.85352894,151.6315025,43.734746673,151.94005608,257.90616971,44.453232716,153.06775631,251.84790767,151.51613998,44.011269633,151.15475771,153.11365117,150.81435077,254.64085165
12152713,1,2,-1,2,-2,1,176.19708539,176.19708539,290.48948071,52.782489563,301.61905818,50.84836679,301.19778555,52.013897439,172.87202633,178.33917877,305.0595671,172.08438193,53.94184422,172.31006399,178.9527439,182.13716194,285.73998299,179.70255598,52.431103484,299.49695915,174.65808936,176.93182717,176.2522573,179.40679378,171.72669169,51.728529052,305.09309368,48.850644959,180.8822977,307.15284397,50.640228496,305.48743673,175.37147352,172.64097226,181.1618315,51.2765358,174.87162987,307.3392992,173.70089603,50.689867986,309.13102974,172.74976286,175.66330871,51.050036014,177.36424986,304.45254297,51.675706265,184.10271833,286.54950054,179.52748896,53.365616143,175.39901736,179.38657873,173.24050582,301.58462061,49.504116049,318.0845316,171.10513448,53.218595985,287.66395867,55.175587737,164.50432076,185.87151554,167.49739826,183.16496962,170.37337908,309.73555155,49.919432396,175.10265012,300.28835198,184.9894757,174.48581547,175.56692274,52.864962795,170.83671031,305.51940068,182.08282678,177.2119753,50.234846895,302.69509223,52.923373795
12152742,2,-2,-2,-2,-2,0,938.32136011,938.32136011,894.05686856,290.46827309,1640.4253666,265.30246686,884.573781,1059.0428848,954.59560551,893.73448031,965.61910764,1639.2065903,286.14646159,888.75789956,1682.843636,905.97779606,889.41539002,991.05716715,278.48216296,936.99480949,1436.3677281,1008.9850792,944.16605718,290.07335884,1615.2960389,265.4241421,1686.2100997,278.2699293,1503.0779193,295.94960219,1588.805619,279.63484157,976.42667574,879.88131106,1591.5567158,920.6820351,304.94905016,920.13978045,941.37496375,996.92214534,1600.6637215,949.39175979,279.07758336,1541.0846733,980.39706149,890.91657863,968.03122609,966.77769487,927.79517405,295.08758036,1462.8211213,298.34847493,911.33093978,1618.0014419,275.18367856,1619.8833365,906.002548,928.85429465,910.89920123,304.44291159,877.55229191,1652.8115033,958.37909065,286.91001164,1684.0571503,937.97222229,947.4807462,264.60689985,1053.9475482,1545.4542842,269.542385,991.43573333,1565.996909,902.66724349,265.20602496,1005.4334096,979.49562275,923.95499197,1627.3692852,277.76355164,1698.1783248
12152774,-2,2,500,3,-2,0,368.91872394,368.91872394,110.52729404,373.68558071,351.90523121,106.25020597,350.82350661,365.84359038,118.34428087,105.13130913,397.89507175,380.4838748,351.40570235,391.4769047,106.40539284,373.60337302,112.0366079,98.362049246,373.01153084,117.96238159,343.02528661,378.98211587,365.47049571,340.93655621,364.56634282,373.4937512,112.97095608,391.01091954,351.76501889,112.63341859,110.3275035,109.65262949,109.83057194,358.01092281,377.70850114,117.03941065,103.1484178,104.47684269,376.88319645,116.38235956,365.90462841,102.48315454,358.63489375,107.13709835,398.3591911,115.88199696,350.57050229,390.97464049,353.80344876,109.66166305,109.72774221,368.80258526,359.89395716,364.20498083,368.17374765,106.95961799,106.83124444,363.2766848,110.80319685,106.30991567,115.06197062,109.31057242,108.76108575,108.16488581,329.98624684,117.00456967,369.58512733,375.91113251,107.80311981,366.00276504,105.55857941,113.04904668,106.40031838,111.74547703,382.55332955,349.59167071,108.74314688,108.18649137,351.43299838,105.08329796,113.66023428
12152790,5,2,-1,4,-2,0,412.65140203,412.65140203,681.22695401,127.24589199,688.86846309,118.145042,718.65972144,122.1250196,403.94185916,420.59825846,714.61737546,403.23108951,124.68836833,408.53958665,421.67892318,422.43050173,662.89813101,421.56029686,121.3553376,709.00424868,410.78634031,420.22548132,414.48302987,416.05417058,410.6295898,120.57204337,714.533901,113.66391168,428.48749074,723.02821387,119.02594636,707.55174573,410.79304458,409.58728524,426.15834814,118.46592583,408.38373859,712.1409093,410.72525468,119.88719794,711.8096705,406.39510663,419.80369863,119.00844523,419.75996601,693.80718012,122.32686067,431.92053008,679.62412235,417.36512274,126.14749169,418.16881188,416.23757862,411.70501774,697.60348986,117.52883801,739.61190974,393.53587107,126.91057016,668.24298444,126.95626686,390.20244156,435.87206287,390.8925063,435.93212812,406.05110852,700.97623557,119.34746081,416.65834166,704.10940088,423.67561422,407.91648951,410.47791954,125.37712114,397.96345619,718.13429663,425.74963038,419.07951224,117.07592412,717.23793785,123.00291662
12152795,2,-2,-2,-2,-2,0,192.00386902,192.00386902,55.963782841,208.74613667,181.68195912,55.708786046,184.57945334,195.13730853,54.20387683,60.578801904,192.19209674,196.99874279,190.31388192,181.28171021,60.055398861,182.83797636,54.041373872,60.933232904,187.49706497,58.50215355,195.06826528,185.37843957,205.8965279,179.62068061,202.73416557,201.87376485,52.484892857,193.79201106,197.73072813,56.361714786,58.537749255,52.247768544,56.498440165,209.18116949,191.55692195,51.069566558,59.58201655,57.69789903,183.875392,57.391944734,187.74768544,54.686370961,204.54338932,52.050820782,211.63225482,53.587265539,199.53994837,196.98134919,192.23712625,53.573177981,57.924685672,198.65931002,187.20996287,197.36001487,191.40619076,54.702277576,60.312468738,196.05784199,52.537173405,59.474085128,54.788690148,53.605411295,57.031923416,57.751583763,197.112041,59.506915403,178.16761141,205.01889506,55.321513721,194.72639625,52.073993663,65.33936674,51.657942135,61.79415871,180.40894102,199.35380732,56.707704651,57.770688616,183.0918036,58.247475102,53.855969007
12152798,2,-2,-2,-2,-2,0,378.15045061,378.15045061,113.02752732,645.71098185,380.22757821,112.96830832,628.09421369,114.36656706,382.99367434,363.78306793,382.88559533,368.49100836,369.55715328,679.84000729,116.30623404,384.53146556,658.2501045,370.74223367,371.41921317,399.85751403,108.1383518,368.28694814,596.32756045,401.95666668,370.1706461,115.5131985,629.87512333,111.67907375,598.43621047,122.93413598,620.07891103,108.50795653,654.49752962,113.19318941,379.30763666,368.35963073,665.27690438,381.03571257,112.94518859,398.17999685,367.04137591,366.61906821,667.49172266,379.311859,115.33543801,647.31499557,369.82353219,384.87692088,361.66897421,411.70309683,370.74253696,104.25121724,632.4248503,102.44104907,408.17267027,647.21162707,112.80449232,633.9338371,374.0825025,403.98572078,381.78007966,111.54483672,366.10337542,648.55892105,373.62448824,115.12343628,610.33781163,403.56993964,377.02760442,104.04566434,397.95926163,668.20894297,112.1238111,348.81830338,644.41237736,393.61128485,114.80590938,368.1924525,363.20520376,398.87287959,636.917818
12152845,-2,1,-2,5,-2,0,393.42263449,393.42263449,387.6839466,397.44350567,111.84376335,416.22875236,645.97627187,400.18431297,114.89183746,658.42640353,397.89606168,372.44497899,112.37533326,429.56382179,680.50818014,117.23677178,398.68381802,673.37404816,391.29889162,122.7433317,381.37937283,393.98238229,359.02047579,713.26771201,109.31606575,725.53336,369.66980703,118.53760497,623.66285643,124.6929789,375.91274076,402.79488417,392.78024922,416.87960371,376.5224157,663.49735866,116.41752781,400.22796736,684.59186641,410.13503491,394.1348706,364.41186414,121.94232742,404.9356251,673.67023641,390.83868077,390.61889136,116.23440622,654.56387943,122.33377073,619.91217003,114.30345484,670.03202811,109.40073712,689.80203052,114.67121961,406.03824318,390.94219138,669.45048333,423.64431138,112.891091,414.25442832,375.86634467,397.44358264,660.27807839,395.96357975,108.35944556,706.33576422,399.93559771,381.43258912,393.07729946,405.75438649,400.7694935,109.23403221,655.12798987,119.69198805,406.62359308,683.61397217,109.64065842,704.83066645,394.67272171
12152849,-1,-2,-2,-1,-2,0,470.20365224,470.20365224,456.11494124,471.29456769,819.02210825,137.12100058,467.92325904,822.62268114,464.03712328,458.19919352,492.73233085,136.65735924,452.2762635,851.30017755,467.97304209,481.86009313,135.84413491,815.43065371,136.5925379,782.58996317,138.22751191,795.05252234,141.5199755,774.34767636,138.2245958,482.25619029,468.20641406,786.21469098,467.97177415,146.04338528,445.96083793,466.87007708,487.61514183,804.68289888,448.1171744,139.45570178,803.54753577,473.24398704,485.10212442,468.22059568,480.91173658,469.73608089,134.8787915,792.15479817,135.81079288,503.79760412,780.11665779,138.09901143,828.45708293,455.92455509,498.78934443,433.58842207,141.40725484,462.25852036,810.92589844,463.63449588,136.09547925,798.49223983,468.03561971,493.61676008,143.30784686,467.37041686,829.54421772,142.41027194,438.22909054,812.3842425,470.17566042,144.86654823,458.44523352,490.56733502,454.15823132,805.72091276,141.16437911,777.98315135,480.53048446,130.7562724,838.21308406,133.02449843,475.56800192,488.69951214,482.79542094
12152903,1,-2,-2,4,-2,0,370.47346796,370.47346796,375.47985015,628.67621824,111.41049972,624.48234118,379.5527492,113.20417031,625.80977616,104.89904499,384.5672916,372.36135211,366.2390656,365.40177764,373.39071893,667.17457607,104.18210691,380.22407406,645.69759888,371.39394292,364.01426,375.35924809,108.34697656,379.56762244,646.05378688,370.78564501,377.5215691,108.98600205,594.04740345,115.28160182,591.94845345,110.3663949,637.08706533,114.53252589,600.18161215,112.81365284,377.15587549,372.90243837,650.40785646,374.19030259,110.31194918,360.33642225,386.9590673,370.16730241,627.77539786,381.06870978,110.19767478,638.02757587,366.86267399,382.08473843,348.10315702,396.30274203,360.58107013,113.85517411,599.75472372,110.96782092,373.58127376,639.07685611,108.77280826,669.17365018,355.49054698,379.53886422,369.8373513,108.38708539,380.38456356,643.77385195,373.14873978,106.94330527,668.43708522,375.9904671,360.2014484,113.46224352,368.42147878,633.74602764,107.91336594,378.87828503,623.91736784,378.51397234,110.25682742,369.50339928,377.60205748
12152922,5,2,-1,6,-2,0,826.46244578,826.46244578,1473.1843294,796.5535516,835.17578471,240.64481201,833.19813616,1426.3561908,240.49146016,831.28466971,1409.2423539,809.47784053,246.68746193,834.11111515,823.48410236,800.37052331,1400.2073244,243.18194696,1423.5269057,831.61814198,234.86033754,1404.5252977,243.47553059,821.1042431,838.1521206,811.97488516,823.76087331,850.45011454,1442.4047467,243.83314372,841.11287141,1387.0271815,815.32763043,805.83822724,846.51738162,244.62045392,818.50834986,1379.3091775,835.23340607,828.42424046,244.24382761,1412.4982161,237.52806745,1431.4067604,243.92540514,1398.9237524,245.03300642,1415.18839,246.88250298,822.84141109,821.76896796,1436.5969137,814.08696269,242.40295477,844.10066047,817.97224703,812.83327191,1378.0170834,823.5975994,238.7192741,1466.6850932,821.96125014,825.35321513,852.75504003,819.3530938,839.99219624,243.1062473,1380.5405044,237.60068861,835.09341647,1378.9513173,232.46799585,1440.4104337,843.22747221,809.25704483,832.08023312,240.21562043,864.86520751,1373.6149502,816.91129072,242.79412027
12152944,5,-2,-2,6,-2,0,187.62875532,187.62875532,305.49010071,336.97592816,175.48807753,315.46851488,189.37787376,54.832909603,183.81579605,57.242361597,171.66838891,345.81444393,54.250353751,181.73414134,325.86835056,187.85963247,177.03361921,60.092227608,185.26568847,298.99450129,191.26106542,193.12374804,330.38210782,179.86618718,184.39572479,191.81180039,179.46350065,334.64388109,190.04302357,55.302059458,304.68345068,191.92319036,52.126813467,190.110481,57.228325923,181.20365194,318.33826425,193.70423512,308.83195624,323.51501625,188.53943408,189.59866307,184.46911723,182.29373694,56.462698232,54.945736479,53.708884118,55.784517431,310.13417169,187.81327373,54.905549305,186.11945843,190.95646852,313.1573319,191.01754324,182.63805683,58.487391218,299.47047929,199.14651299,328.17874349,50.832424982,325.40387288,183.11351669,334.67014341,50.507430115,191.93176956,190.72311686,310.53034659,184.47982902,193.51190413,56.924826031,173.89199165,321.21585816,55.623485543,54.687156186,55.974020847,53.445966569,194.73530642,184.38341521,190.68768401,190.19310137
